company_name,industry,company_size,website_visits,email_clicks,ad_impressions,ad_clicks,conversions,ad_click_through_rate,conversion_rate,qualified,lead_score,strategy,lead_efficiency,lead_efficiency_norm
"Stone, Williams and Kaufman",innovate one-to-one bandwidth,100,3187,216,11882,1422,122,0.1196768220838242,0.0857946554149085,0,1.0,Aggressive multi-channel approach with personalized content.,2.5204070333404375e-05,0.0008962137905585199
Beck-Poole,iterate enterprise infrastructures,500,5040,403,29394,921,400,0.0313329250867524,0.4343105320304017,1,1.0,Aggressive multi-channel approach with personalized content.,7.977783468596651e-05,0.0028642164762769976
Howell Inc,scale intuitive e-commerce,1000,2940,41,25904,1388,416,0.0535824583075972,0.2997118155619596,1,1.0,Aggressive multi-channel approach with personalized content.,0.00010050698040307162,0.003611737101395783
"Henderson, Garcia and Smith",expedite B2C ROI,1000,7268,336,18632,1000,337,0.0536711034778875,0.337,1,1.0,Aggressive multi-channel approach with personalized content.,4.43129520052597e-05,0.0015853055345023718
Smith-Potter,disintermediate mission-critical info-mediaries,50,5794,62,13829,768,56,0.0555354689420782,0.0729166666666666,0,1.0,Aggressive multi-channel approach with personalized content.,1.244949063798303e-05,0.00043626664574293367
Evans PLC,disintermediate collaborative applications,10,7666,201,27203,1057,424,0.0388560085284711,0.4011352885525071,1,1.0,Aggressive multi-channel approach with personalized content.,5.098313275959673e-05,0.001825841143407032
Bowman-Freeman,synthesize bricks-and-clicks initiatives,50,9056,183,40200,1143,103,0.0284328358208955,0.0901137357830271,0,1.0,Aggressive multi-channel approach with personalized content.,9.752568807686916e-06,0.00033901204972666373
"Dean, Gray and Marsh",maximize e-business e-business,100,616,157,42685,647,389,0.0151575494904533,0.6012364760432767,1,1.0,Aggressive multi-channel approach with personalized content.,0.0007767913127174117,0.02799945156627609
"Graves, Alexander and Smith",synthesize vertical bandwidth,10,5048,184,2795,355,97,0.1270125223613595,0.2732394366197183,1,1.0,Aggressive multi-channel approach with personalized content.,5.2214683091862844e-05,0.001870252489962484
Martin-Wang,facilitate ubiquitous ROI,1000,8108,224,1974,1498,322,0.7588652482269503,0.2149532710280373,0,1.0,Aggressive multi-channel approach with personalized content.,2.5795424340338088e-05,0.0009175388042837512
"Bradford, Boyd and Edwards",orchestrate granular schemas,100,9107,243,19882,1836,34,0.0923448345236897,0.0185185185185185,0,1.0,Aggressive multi-channel approach with personalized content.,1.980378410706716e-06,5.873650420339999e-05
"Webb, Walker and Brown",matrix B2C e-markets,1000,8707,220,39298,1339,140,0.0340729808132729,0.104555638536221,0,1.0,Aggressive multi-channel approach with personalized content.,1.1710981018841958e-05,0.00040963500449295044
Hamilton-Smith,deploy mission-critical methodologies,100,2005,408,47043,409,377,0.008694173415811,0.921760391198044,1,1.0,Aggressive multi-channel approach with personalized content.,0.0003818394329735062,0.013756960338362908
Ross-Wiggins,deliver intuitive architectures,10,4455,245,34693,308,345,0.0088778716167526,1.12012987012987,1,1.0,Aggressive multi-channel approach with personalized content.,0.00023827480751539463,0.00857982858233321
"Young, Butler and Marquez",repurpose B2B solutions,100,5558,199,32754,1151,233,0.0351407461684069,0.2024326672458731,0,1.0,Aggressive multi-channel approach with personalized content.,3.5156767496678204e-05,0.0012551213165435033
"Johnson, Clark and Thomas",grow interactive info-mediaries,100,6984,312,28696,1316,231,0.0458600501812099,0.175531914893617,0,1.0,Aggressive multi-channel approach with personalized content.,2.4055353555381253e-05,0.0008547895323806387
Anderson-Hicks,whiteboard enterprise infrastructures,50,8154,364,38652,202,131,0.0052261202525095,0.6485148514851485,1,1.0,Aggressive multi-channel approach with personalized content.,7.61257015477343e-05,0.002732515687263989
Ferguson-Thomas,drive user-centric web-readiness,100,6627,281,10232,1963,72,0.1918491008600469,0.0366785532348446,0,1.0,Aggressive multi-channel approach with personalized content.,5.308807820935677e-06,0.00017876410530926796
Scott PLC,empower intuitive experiences,50,7312,248,2827,1156,317,0.4089140431552883,0.2742214532871972,1,1.0,Aggressive multi-channel approach with personalized content.,3.6267881667398123e-05,0.0012951895745802794
Silva Group,deploy dot-com e-services,100,9837,395,49711,1808,57,0.0363702198708535,0.0315265486725663,0,1.0,Aggressive multi-channel approach with personalized content.,3.080870582680182e-06,9.842171880696734e-05
Mitchell Inc,re-intermediate impactful communities,10,8711,211,2728,1338,439,0.4904692082111437,0.328101644245142,1,1.0,Aggressive multi-channel approach with personalized content.,3.677032884065247e-05,0.0013133084893761906
Andrade-Brown,incubate user-centric niches,10,7642,115,4833,94,431,0.0194496172149803,4.585106382978723,1,1.0,Aggressive multi-channel approach with personalized content.,0.000591016548463357,0.021300165941982658
Callahan-Thompson,facilitate cross-platform relationships,1000,1260,201,6126,690,34,0.1126346718903036,0.0492753623188405,0,1.0,Aggressive multi-channel approach with personalized content.,3.370407819346135e-05,0.0012027354039321617
Morales Ltd,visualize cutting-edge users,50,8382,412,18862,408,364,0.0216307920687095,0.8921568627450981,1,1.0,Aggressive multi-channel approach with personalized content.,0.00010143909752644662,0.0036453504873142505
"Rowe, Chavez and Warren",streamline dot-com info-mediaries,1000,6020,386,33996,1287,248,0.0378573949876456,0.1926961926961927,0,1.0,Aggressive multi-channel approach with personalized content.,3.0075884609987935e-05,0.001071897907173575
"Perez, Knight and Robinson",embrace turn-key channels,100,7015,188,28126,1162,222,0.0413140866102538,0.1910499139414802,0,1.0,Aggressive multi-channel approach with personalized content.,2.6519976949122736e-05,0.0009436671371365238
Martin-Perez,extend next-generation e-tailers,500,5371,63,17511,1750,310,0.0999371823425275,0.1771428571428571,0,1.0,Aggressive multi-channel approach with personalized content.,3.259298199500591e-05,0.001162667793999199
"Owens, Hernandez and Burnett",integrate clicks-and-mortar systems,10,5493,190,14728,339,173,0.023017381857686,0.5103244837758112,1,1.0,Aggressive multi-channel approach with personalized content.,8.978263261361914e-05,0.0032250028252723026
"Myers, Mendoza and Adams",morph B2B methodologies,10,8165,310,48707,1943,195,0.0398915966904141,0.1003602676273803,0,1.0,Aggressive multi-channel approach with personalized content.,1.1840522372272334e-05,0.00041430643836757957
"Kramer, Scott and Ferguson",facilitate frictionless action-items,100,3966,353,5926,1203,438,0.2030037124535943,0.3640897755610973,1,1.0,Aggressive multi-channel approach with personalized content.,8.428004063914289e-05,0.0030265720240869013
"Wilson, Porter and Phillips",transform rich functionalities,50,6347,126,42169,477,264,0.0113116270245915,0.5534591194968553,1,1.0,Aggressive multi-channel approach with personalized content.,8.548951490529121e-05,0.003070187278272231
"Gilbert, Munoz and Horne",transform scalable e-tailers,10,5357,276,34710,1857,126,0.0535004321521175,0.0678513731825525,0,1.0,Aggressive multi-channel approach with personalized content.,1.2043197228000087e-05,0.0004216151638171022
"Lambert, Mendoza and Watson",enhance bricks-and-clicks portals,100,3106,256,11274,128,175,0.0113535568564839,1.3671875,1,1.0,Aggressive multi-channel approach with personalized content.,0.000406538061254832,0.014647625795801332
Adams-Hayes,revolutionize cross-media initiatives,50,9892,232,11956,387,68,0.0323686851789896,0.1757105943152454,0,1.0,Aggressive multi-channel approach with personalized content.,1.735413277187609e-05,0.0006131345786499
Larson-Velasquez,deploy turn-key networks,10,7469,389,7280,1985,437,0.2726648351648351,0.2201511335012594,0,1.0,Aggressive multi-channel approach with personalized content.,2.8012614009576204e-05,0.000997493619121497
Morris PLC,synthesize leading-edge channels,50,4485,418,41559,1217,349,0.0292836690006978,0.2867707477403451,1,1.0,Aggressive multi-channel approach with personalized content.,5.8476906146073636e-05,0.0020960766004203585
"Barnes, Robbins and Graham",facilitate plug-and-play platforms,1000,9207,233,49689,397,97,0.0079896959085511,0.2443324937027707,0,1.0,Aggressive multi-channel approach with personalized content.,2.5879937898821172e-05,0.0009205864758535525
Hale LLC,leverage proactive supply-chains,50,2511,341,2128,1523,266,0.7156954887218046,0.1746552856204858,0,1.0,Aggressive multi-channel approach with personalized content.,6.12181162357118e-05,0.0021949282901017803
Davis Group,grow innovative content,500,1032,230,47301,1437,225,0.0303799074015348,0.1565762004175365,0,1.0,Aggressive multi-channel approach with personalized content.,0.00012397165512077315,0.004457904548552634
"Meza, Petersen and Bryant",enhance bleeding-edge networks,50,4142,256,4199,493,187,0.117408906882591,0.3793103448275862,1,1.0,Aggressive multi-channel approach with personalized content.,8.622649348206097e-05,0.003096763708093528
"Small, Ortega and Lopez",leverage cross-platform synergies,1000,3843,491,46086,364,431,0.0078982771340537,1.184065934065934,1,1.0,Aggressive multi-channel approach with personalized content.,0.000273140930580377,0.00983714745425843
"Humphrey, Scott and Johnson",innovate plug-and-play action-items,500,5060,303,6041,853,232,0.1412017877834795,0.2719812426729191,1,1.0,Aggressive multi-channel approach with personalized content.,5.070492965565233e-05,0.0018158087686527317
Tucker-Tran,iterate granular vortals,10,9510,479,33760,701,303,0.0207642180094786,0.4322396576319544,1,1.0,Aggressive multi-channel approach with personalized content.,4.3267232996191626e-05,0.001547595513162123
Young PLC,re-intermediate bricks-and-clicks info-mediaries,50,5931,396,13925,556,432,0.0399281867145421,0.7769784172661871,1,1.0,Aggressive multi-channel approach with personalized content.,0.0001227841999472483,0.0044150833321972794
Vega-Rosario,innovate proactive web-readiness,100,8850,152,10639,212,106,0.0199266848388006,0.5,1,1.0,Aggressive multi-channel approach with personalized content.,5.553704320781961e-05,0.0019900612242269348
Coleman PLC,extend proactive e-tailers,10,1959,415,2129,910,167,0.4274307186472522,0.1835164835164835,0,1.0,Aggressive multi-channel approach with personalized content.,7.727009832272989e-05,0.002773784160374423
"Branch, Burns and Maldonado",exploit bricks-and-clicks markets,1000,5992,112,8939,907,82,0.1014654883096543,0.0904079382579933,0,1.0,Aggressive multi-channel approach with personalized content.,1.4808835095494398e-05,0.0005213477517286047
"Brown, Evans and Alvarez",implement clicks-and-mortar deliverables,500,9978,106,39852,1050,400,0.0263474856970791,0.3809523809523809,1,1.0,Aggressive multi-channel approach with personalized content.,3.777415775432631e-05,0.0013495078980398378
"Fox, Ferrell and Ballard",syndicate magnetic functionalities,500,1299,167,7036,564,202,0.0801591813530415,0.3581560283687943,1,1.0,Aggressive multi-channel approach with personalized content.,0.0002441418052957016,0.00879140034260535
Walker PLC,innovate magnetic e-commerce,100,7724,351,25891,210,175,0.0081109265768027,0.8333333333333334,1,1.0,Aggressive multi-channel approach with personalized content.,0.00010318639590556381,0.0037083603958966834
Booth LLC,matrix compelling metrics,500,4282,330,35267,250,147,0.0070887798792071,0.588,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012746585735963581,0.004583910138823088
"Gonzalez, Martinez and Davis",drive enterprise info-mediaries,10,7964,81,27915,1370,423,0.0490775568690668,0.3087591240875912,1,1.0,Aggressive multi-channel approach with personalized content.,3.837423863877594e-05,0.001371147614600635
"Taylor, Hamilton and Burke",deliver user-centric e-services,100,4324,303,1998,1978,54,0.98998998998999,0.0273003033367037,0,1.0,Aggressive multi-channel approach with personalized content.,5.898941948293799e-06,0.0002000451285509859
"Harrell, Friedman and Juarez",seize wireless markets,10,3320,366,13441,761,51,0.0566178111747637,0.0670170827858081,0,1.0,Aggressive multi-channel approach with personalized content.,1.8176588767509657e-05,0.0006427934381310883
"Jones, Santana and Johnson",e-enable viral solutions,10,7146,476,40185,801,323,0.0199328107502799,0.4032459425717852,1,1.0,Aggressive multi-channel approach with personalized content.,5.2898588819596645e-05,0.0018949150421049986
Burke Group,implement rich methodologies,100,2693,487,7752,1128,398,0.1455108359133126,0.3528368794326241,1,1.0,Aggressive multi-channel approach with personalized content.,0.00011092011299359449,0.003987248542616889
"Castro, Thompson and Warner",engage rich mindshare,1000,2106,329,30716,440,288,0.0143247818726396,0.6545454545454545,1,1.0,Aggressive multi-channel approach with personalized content.,0.00026869682042095835,0.009676886918209225
Barber Group,utilize impactful architectures,10,2501,377,48316,626,282,0.0129563705604768,0.4504792332268371,1,1.0,Aggressive multi-channel approach with personalized content.,0.0001564707305407562,0.005629864527283536
"Bentley, Wu and Adkins",generate collaborative content,100,8169,130,44607,763,55,0.0171049386867532,0.0720838794233289,0,1.0,Aggressive multi-channel approach with personalized content.,8.684804749798664e-06,0.00030050705454138865
Moore PLC,unleash 24/7 schemas,1000,4957,163,11236,1300,368,0.1156995372018512,0.283076923076923,1,1.0,Aggressive multi-channel approach with personalized content.,5.5277665119492874e-05,0.0019807077046282893
Evans LLC,optimize world-class e-tailers,1000,1659,500,4001,1804,106,0.4508872781804549,0.0587583148558758,0,1.0,Aggressive multi-channel approach with personalized content.,2.7202923544386943e-05,0.0009682951016837257
"Spence, Mcknight and Miles",innovate clicks-and-mortar technologies,100,987,458,28270,767,32,0.0271312345242306,0.0417209908735332,0,1.0,Aggressive multi-channel approach with personalized content.,2.885269078390954e-05,0.0010277879073699143
Small PLC,innovate rich platforms,50,4729,361,49895,1622,58,0.032508267361459,0.0357583230579531,0,1.0,Aggressive multi-channel approach with personalized content.,7.0238308894034775e-06,0.00024061012316886092
"Barber, Klein and Keith",transform efficient markets,100,8735,242,18535,188,385,0.0101429727542487,2.047872340425532,1,1.0,Aggressive multi-channel approach with personalized content.,0.00022809894636060727,0.008212873465351626
Juarez Group,empower robust mindshare,100,6154,60,9798,1098,483,0.1120636864666258,0.4398907103825136,1,1.0,Aggressive multi-channel approach with personalized content.,7.07788753632363e-05,0.002539702008090547
Williams-Young,facilitate next-generation networks,100,7836,320,45727,76,392,0.0016620377457519,5.157894736842105,1,1.0,Aggressive multi-channel approach with personalized content.,0.0006323274165553641,0.022789890909994965
Dixon-Mccormick,integrate turn-key technologies,1000,4035,110,27984,991,323,0.035413093196112,0.325933400605449,1,1.0,Aggressive multi-channel approach with personalized content.,7.861394129412663e-05,0.0028222449291754764
"Rodriguez, Stephens and Campbell",productize one-to-one systems,1000,8290,262,49358,1393,66,0.028222375298837,0.0473797559224694,0,1.0,Aggressive multi-channel approach with personalized content.,5.539548219626962e-06,0.00018708491164754065
"Stewart, Martin and Cole",enable synergistic methodologies,50,2104,241,15570,1316,147,0.0845215157353885,0.1117021276595744,0,1.0,Aggressive multi-channel approach with personalized content.,4.761386515753384e-05,0.0017043408626690642
Reid-Baker,embrace seamless web-readiness,10,7429,64,6333,1288,84,0.2033791252171166,0.0652173913043478,0,1.0,Aggressive multi-channel approach with personalized content.,8.7026142653253e-06,0.0003011492894101681
Murphy-Ramsey,redefine cutting-edge web-readiness,500,7042,42,38301,620,51,0.0161875669042583,0.082258064516129,0,1.0,Aggressive multi-channel approach with personalized content.,1.1610171420766268e-05,0.0004059996760139128
Ray-Taylor,deliver interactive solutions,1000,1482,354,12300,1698,498,0.1380487804878049,0.293286219081272,1,1.0,Aggressive multi-channel approach with personalized content.,0.00015965499133438867,0.005744693215907846
Wheeler and Sons,cultivate wireless methodologies,100,9210,276,33956,1851,329,0.0545117210507715,0.1777417612101566,0,1.0,Aggressive multi-channel approach with personalized content.,1.8735296849389334e-05,0.0006629411962840441
Thompson-Davis,scale seamless partnerships,50,2686,129,2399,53,248,0.0220925385577323,4.679245283018868,1,1.0,Aggressive multi-channel approach with personalized content.,0.0016616638078902229,0.05990913321785427
"Barron, Meyer and Cohen",grow 24/7 deliverables,100,7446,99,12046,1933,308,0.1604682052133488,0.1593378168649767,0,1.0,Aggressive multi-channel approach with personalized content.,2.111553364232397e-05,0.0007487757077331592
"Smith, Wheeler and Lambert",deliver customized technologies,1000,6585,22,40515,1136,54,0.0280389979020116,0.0475352112676056,0,1.0,Aggressive multi-channel approach with personalized content.,7.193585240255085e-06,0.0002467316913317263
"Brown, Gomez and Myers",redefine mission-critical web services,10,6602,441,44345,1313,445,0.0296087495771789,0.3389185072353389,1,1.0,Aggressive multi-channel approach with personalized content.,4.811449563250126e-05,0.0017223942649032117
"Strickland, Hardy and Sanchez",leverage impactful niches,500,6294,488,40188,600,471,0.0149298297999402,0.785,1,1.0,Aggressive multi-channel approach with personalized content.,0.00011573050272740676,0.0041607176083448185
Jackson-Mcpherson,target next-generation infrastructures,500,134,77,9215,453,80,0.0491589799240368,0.1766004415011037,0,1.0,Aggressive multi-channel approach with personalized content.,0.0008330209504769043,0.030027167254216593
"Dillon, Moyer and White",aggregate impactful portals,10,304,343,5984,1797,101,0.3003008021390374,0.0562047857540345,0,1.0,Aggressive multi-channel approach with personalized content.,8.673578048462115e-05,0.003115129276251241
Hooper PLC,enable web-enabled functionalities,500,4908,107,38610,1320,332,0.0341880341880341,0.2515151515151515,1,1.0,Aggressive multi-channel approach with personalized content.,5.014257406601904e-05,0.0017955294765082976
"Hansen, Smith and Roberts",transform robust partnerships,1000,5415,418,35439,1391,473,0.0392505431868845,0.3400431344356578,1,1.0,Aggressive multi-channel approach with personalized content.,5.828644745211824e-05,0.0020892084060476707
Williams PLC,strategize collaborative partnerships,1000,9623,76,27342,911,80,0.0333187038256162,0.0878155872667398,0,1.0,Aggressive multi-channel approach with personalized content.,9.05315332646802e-06,0.00031379019520001613
Hatfield PLC,optimize interactive networks,50,6949,404,30871,1618,325,0.0524116484726766,0.2008652657601977,0,1.0,Aggressive multi-channel approach with personalized content.,2.731374296440001e-05,0.000972291397684246
Henson and Sons,deploy distributed info-mediaries,1000,9608,138,28808,1673,55,0.0580741460705359,0.0328750747160789,0,1.0,Aggressive multi-channel approach with personalized content.,3.3728403320076846e-06,0.00010895053714379696
Byrd LLC,revolutionize leading-edge content,100,5302,35,45358,1780,228,0.0392433528815203,0.1280898876404494,0,1.0,Aggressive multi-channel approach with personalized content.,2.3995857557221692e-05,0.0008526440273828326
Ayers and Sons,re-intermediate cross-media initiatives,10,7348,202,26414,1465,387,0.0554630120390701,0.2641638225255973,1,1.0,Aggressive multi-channel approach with personalized content.,3.498395212893621e-05,0.0012488893640314406
Fitzgerald Group,optimize next-generation action-items,100,3202,16,7773,1349,42,0.1735494661006046,0.0311341734618235,0,1.0,Aggressive multi-channel approach with personalized content.,9.672001696745419e-06,0.00033610669231556184
Alvarado and Sons,target cross-media users,1000,763,112,16665,1231,169,0.0738673867386738,0.1372867587327376,0,1.0,Aggressive multi-channel approach with personalized content.,0.0001567200442154539,0.005638855110711531
Williams Inc,harness value-added action-items,500,3155,172,11855,570,386,0.0480809784900885,0.6771929824561403,1,1.0,Aggressive multi-channel approach with personalized content.,0.00020348346828609986,0.007325206515204717
Perez-Gonzalez,monetize viral partnerships,1000,928,457,38624,946,273,0.0244925434962717,0.288583509513742,1,1.0,Aggressive multi-channel approach with personalized content.,0.00020821321032737518,0.007495767317641804
"Hughes, Smith and Brown",re-intermediate best-of-breed networks,500,1873,183,2672,1838,338,0.687874251497006,0.1838955386289445,0,1.0,Aggressive multi-channel approach with personalized content.,8.939987293580189e-05,0.0032112000010972516
Mitchell-Morgan,leverage frictionless info-mediaries,500,7736,340,25354,1841,352,0.0726118166758696,0.1912004345464421,0,1.0,Aggressive multi-channel approach with personalized content.,2.3672209303756604e-05,0.0008409728399614817
Friedman-Dalton,generate virtual technologies,50,1147,300,38231,343,467,0.0089717768303209,1.3615160349854227,1,1.0,Aggressive multi-channel approach with personalized content.,0.0009402735048241869,0.03389483732443615
Ware-Mathews,facilitate rich platforms,1000,5774,270,43875,140,229,0.0031908831908831,1.6357142857142857,1,1.0,Aggressive multi-channel approach with personalized content.,0.0002705896254283351,0.009745143989757267
Patel-Lewis,brand turn-key info-mediaries,1000,8228,497,1487,1703,238,1.1452589105581708,0.1397533763945977,0,1.0,Aggressive multi-channel approach with personalized content.,1.6015743341118234e-05,0.0005648704717934884
Mcbride-Martin,leverage open-source bandwidth,50,5900,354,5974,800,444,0.1339136257114161,0.555,1,1.0,Aggressive multi-channel approach with personalized content.,8.872901678657075e-05,0.0031870080341497554
Garcia-Watts,cultivate integrated technologies,10,5671,481,23290,275,111,0.0118076427651352,0.4036363636363636,1,1.0,Aggressive multi-channel approach with personalized content.,6.559992908115774e-05,0.0023529423019709923
Walters-Cook,strategize innovative markets,50,4313,320,4749,452,43,0.0951779321962518,0.0951327433628318,0,1.0,Aggressive multi-channel approach with personalized content.,2.0529292913860982e-05,0.0007276350856452391
Lin-Berg,incubate sticky models,50,1941,89,42470,195,374,0.0045914763362373,1.917948717948718,1,1.0,Aggressive multi-channel approach with personalized content.,0.0009443371334065573,0.034041377187660586
White Inc,redefine best-of-breed infrastructures,100,9838,393,47703,1540,423,0.0322830849212837,0.2746753246753247,1,1.0,Aggressive multi-channel approach with personalized content.,2.6844734624249872e-05,0.0009553783317817927
Callahan-Tran,deliver collaborative channels,500,7956,74,26267,1876,445,0.0714204134465298,0.2372068230277185,0,1.0,Aggressive multi-channel approach with personalized content.,2.9536399331056967e-05,0.001052443348917656
Murphy LLC,re-contextualize rich e-services,50,3315,237,45341,1356,27,0.029906706953971,0.0199115044247787,0,1.0,Aggressive multi-channel approach with personalized content.,5.604138594083507e-06,0.00018941412664507775
Richmond-Horne,orchestrate front-end portals,10,8487,233,4443,496,175,0.1116362817915822,0.3528225806451613,1,1.0,Aggressive multi-channel approach with personalized content.,4.045666559398708e-05,0.001446242706340915
Wilson-Zamora,re-intermediate seamless action-items,10,3443,413,42720,366,38,0.008567415730337,0.1038251366120218,0,1.0,Aggressive multi-channel approach with personalized content.,2.691862499663516e-05,0.0009580429171009133
Mejia Inc,orchestrate cross-platform e-commerce,500,5025,261,39458,972,255,0.0246337878250291,0.2623456790123457,1,1.0,Aggressive multi-channel approach with personalized content.,4.96208963518717e-05,0.0017767170827747646
Arnold-Cantrell,expedite web-enabled solutions,500,3381,338,1892,410,40,0.2167019027484144,0.0975609756097561,0,1.0,Aggressive multi-channel approach with personalized content.,2.6226068712300026e-05,0.0009330684143567433
"Parks, Young and Eaton",matrix wireless methodologies,1000,2696,487,10946,1945,128,0.1776904805408368,0.0658097686375321,0,1.0,Aggressive multi-channel approach with personalized content.,2.0668897185154555e-05,0.0007326694017512093
"Patel, Wiley and Neal",implement magnetic architectures,50,5770,274,32929,1858,352,0.0564244283154666,0.1894510226049515,0,1.0,Aggressive multi-channel approach with personalized content.,3.134011953762639e-05,0.0011174879038045253
"Miller, Lopez and Brown",enable killer technologies,100,7937,36,12050,1605,309,0.1331950207468879,0.1925233644859813,0,1.0,Aggressive multi-channel approach with personalized content.,2.4143888197389178e-05,0.0008579822095821801
Byrd-Jones,extend turn-key functionalities,50,3373,68,26109,911,404,0.0348921827722241,0.4434687156970362,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012884041711128303,0.0046334785956633805
Johnson-Lee,streamline impactful applications,100,2428,57,10676,121,244,0.0113338328962158,2.0165289256198347,1,1.0,Aggressive multi-channel approach with personalized content.,0.0008111540328317919,0.02923861705680025
"Williams, Ferguson and Hudson",reinvent sticky interfaces,10,7208,256,48741,841,84,0.0172544674914343,0.0998810939357907,0,1.0,Aggressive multi-channel approach with personalized content.,1.337991881256406e-05,0.0004698191259166353
Calderon-Clark,synergize best-of-breed bandwidth,100,2451,235,4933,1344,211,0.2724508412730589,0.1569940476190476,0,1.0,Aggressive multi-channel approach with personalized content.,5.8427259999645547e-05,0.0020942862942051805
"Taylor, Jackson and Ruiz",deliver synergistic systems,10,8372,151,9974,1367,396,0.1370563465009023,0.2896854425749817,1,1.0,Aggressive multi-channel approach with personalized content.,3.398468354938781e-05,0.0012128544070949762
Parker-Johnson,mesh end-to-end relationships,1000,6758,239,28601,1166,376,0.0407678053214922,0.3224699828473413,1,1.0,Aggressive multi-channel approach with personalized content.,4.608030620853691e-05,0.0016490386828370827
Burns and Sons,deploy best-of-breed systems,1000,8771,324,45285,1728,12,0.0381583305730374,0.0069444444444444,0,1.0,Aggressive multi-channel approach with personalized content.,7.634613505325857e-07,1.4852852944754737e-05
"Rhodes, Rodriguez and Reed",transition dynamic initiatives,10,1438,249,29000,601,365,0.0207241379310344,0.6073211314475874,1,1.0,Aggressive multi-channel approach with personalized content.,0.000359787400146675,0.01296173464074767
Hernandez Ltd,embrace rich models,10,1753,142,15366,1982,100,0.1289860731485096,0.0504540867810292,0,1.0,Aggressive multi-channel approach with personalized content.,2.661080526425591e-05,0.000946942527248274
Tucker Group,re-contextualize back-end deliverables,10,9998,463,19660,959,254,0.0487792472024415,0.264859228362878,1,1.0,Aggressive multi-channel approach with personalized content.,2.5316309344568725e-05,0.0009002612789081752
"Grant, Frost and Brown",drive 24/365 solutions,50,4054,257,13455,1513,287,0.1124489037532515,0.1896893588896232,0,1.0,Aggressive multi-channel approach with personalized content.,4.399103870353043e-05,0.0015736969117531889
"Bullock, Sullivan and Barrera",facilitate proactive vortals,50,8311,478,8140,218,87,0.0267813267813267,0.3990825688073394,1,1.0,Aggressive multi-channel approach with personalized content.,4.5401884961017e-05,0.001624573908361525
"Lopez, Ellis and Solomon",leverage interactive paradigms,100,7596,404,25969,1783,235,0.0686587854749894,0.1318003365114974,0,1.0,Aggressive multi-channel approach with personalized content.,1.647298294106954e-05,0.0005813591412374309
Larson Group,streamline innovative web services,10,4994,122,1284,1924,479,1.4984423676012462,0.2489604989604989,0,1.0,Aggressive multi-channel approach with personalized content.,4.865360542515124e-05,0.0017418352826233405
"Barton, Miller and Gonzalez",aggregate rich solutions,50,5492,165,20850,395,334,0.0189448441247002,0.8455696202531645,1,1.0,Aggressive multi-channel approach with personalized content.,0.00014944673387295236,0.005376569844926397
Thompson PLC,iterate extensible initiatives,50,1991,437,48424,1529,299,0.0315752519411861,0.1955526487900588,0,1.0,Aggressive multi-channel approach with personalized content.,8.050747171266315e-05,0.002890528160016864
Becker PLC,envisioneer leading-edge e-services,500,2844,179,8089,335,329,0.0414142662875509,0.982089552238806,1,1.0,Aggressive multi-channel approach with personalized content.,0.0003247650635710337,0.011698782501405963
"Juarez, Lopez and Davis",iterate bleeding-edge supply-chains,500,5223,138,26937,897,128,0.0332999220403162,0.1426978818283166,0,1.0,Aggressive multi-channel approach with personalized content.,2.661280899446412e-05,0.00094701478443042
"Bush, Vargas and Cooper",optimize integrated relationships,1000,257,157,40730,1872,478,0.0459612079548244,0.2553418803418803,1,1.0,Aggressive multi-channel approach with personalized content.,0.0006152816393780249,0.022175197464103187
Crosby and Sons,syndicate collaborative mindshare,500,212,449,21853,1560,88,0.0713860797144556,0.0564102564102564,0,1.0,Aggressive multi-channel approach with personalized content.,8.521186768920907e-05,0.0030601749495752046
Taylor-Herman,incubate killer content,1000,2890,426,19657,1041,91,0.0529582337080938,0.0874159462055715,0,1.0,Aggressive multi-channel approach with personalized content.,2.6353918060166266e-05,0.0009376788322553997
"Edwards, Huber and Martinez",utilize distributed action-items,100,8003,106,40889,1168,117,0.0285651397686419,0.1001712328767123,0,1.0,Aggressive multi-channel approach with personalized content.,1.2351570021789433e-05,0.0004327354978013833
"Rodriguez, Chavez and Sheppard",deploy transparent solutions,500,5317,328,1620,627,96,0.387037037037037,0.1531100478468899,0,1.0,Aggressive multi-channel approach with personalized content.,2.7118322324989355e-05,0.0009652442689445013
Weber Inc,syndicate interactive relationships,50,6088,329,2369,1782,276,0.7522161249472351,0.1548821548821548,0,1.0,Aggressive multi-channel approach with personalized content.,2.4132464144929073e-05,0.0008575702430229736
Miller-Smith,cultivate back-end applications,1000,8953,394,16575,1047,460,0.0631674208144796,0.4393505253104107,1,1.0,Aggressive multi-channel approach with personalized content.,4.699941434642819e-05,0.0016821829473989028
Osborne LLC,seize vertical applications,50,8773,372,18274,1094,317,0.0598664769618036,0.2897623400365631,1,1.0,Aggressive multi-channel approach with personalized content.,3.168186530030211e-05,0.0011298117115307767
Randolph-West,leverage holistic paradigms,10,1357,44,13615,1766,37,0.1297098788101358,0.0209513023782559,0,1.0,Aggressive multi-channel approach with personalized content.,1.4943867602179672e-05,0.0005262172039089442
Henson Ltd,visualize extensible initiatives,500,9072,79,49424,1124,387,0.0227419876982842,0.344306049822064,1,1.0,Aggressive multi-channel approach with personalized content.,3.7620853345942305e-05,0.0013439795367290233
